Instancia,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
64,0.9,0.15,0.82,0.03,0.87,0.16,0.9,0.14,0.82,0.04,0.93,0.1,0.85,0.12,0.8,0.05,0.85,0.2,0.96,0.05,0.89,0.19,0.97,0.2,0.87,0.11,0.91,0.05,0.8,0.19,0.94,0.07,0.98,0.18,0.99,0.13,0.95,0.2,0.92,0.17,0.87,0.17,0.91,0.09,0.87,0.07,0.97,0.14,0.84,0.33,0.98,0.29,51.04
65,0.92,0.19,0.86,0.06,0.87,0.0,0.92,0.18,0.91,0.01,0.91,0.07,0.91,0.03,0.87,0.01,0.97,0.07,0.98,0.0,0.99,0.12,0.96,0.07,0.96,0.14,0.87,0.08,0.84,0.19,0.97,0.02,0.92,0.05,0.99,0.11,0.83,0.11,0.93,0.16,0.96,0.01,0.93,0.17,0.87,0.08,0.95,0.12,0.14,0.14,0.07,0.23,65.62
66,0.97,0.17,0.83,0.19,0.91,0.17,0.9,0.0,0.88,0.11,0.92,0.1,0.93,0.19,0.92,0.09,0.97,0.08,0.8,0.2,0.94,0.06,0.88,0.08,1.0,0.07,0.82,0.07,0.94,0.08,0.89,0.18,0.9,0.06,0.94,0.16,0.83,0.16,0.8,0.12,0.92,0.1,0.94,0.0,0.83,0.15,0.9,0.07,0.72,0.03,0.41,0.02,59.38
67,0.87,0.16,0.89,0.16,0.93,0.13,0.8,0.1,0.89,0.1,0.95,0.01,0.86,0.2,0.86,0.14,0.86,0.15,0.91,0.08,0.84,0.0,0.9,0.11,0.83,0.14,0.84,0.08,0.81,0.02,0.97,0.02,0.82,0.03,0.87,0.14,0.88,0.18,0.93,0.1,0.96,0.09,0.97,0.2,0.82,0.06,0.84,0.18,0.47,0.08,0.16,0.19,65.62
68,0.95,0.07,0.96,0.05,0.91,0.13,1.0,0.0,0.89,0.16,0.99,0.2,0.8,0.01,0.91,0.1,0.85,0.04,0.96,0.14,0.91,0.14,0.92,0.2,0.94,0.1,0.94,0.07,0.94,0.14,0.94,0.14,0.8,0.14,0.92,0.18,1.0,0.03,0.84,0.06,0.88,0.06,0.86,0.11,0.99,0.12,0.93,0.11,0.01,0.18,0.94,0.08,82.29
69,0.86,0.07,0.88,0.19,0.96,0.03,0.81,0.04,0.86,0.17,0.92,0.05,0.86,0.14,0.84,0.07,0.99,0.05,0.82,0.01,0.86,0.0,0.95,0.04,0.98,0.05,0.86,0.13,0.9,0.17,0.81,0.12,0.81,0.01,0.86,0.2,0.91,0.17,0.99,0.2,0.81,0.01,0.9,0.06,0.8,0.18,0.92,0.11,0.25,0.19,0.34,0.01,65.62
70,0.97,0.03,0.83,0.18,0.88,0.09,0.88,0.13,0.92,0.04,0.99,0.16,0.8,0.13,0.88,0.09,0.96,0.03,0.8,0.13,0.96,0.03,0.86,0.2,0.99,0.19,0.8,0.01,0.85,0.13,0.96,0.17,0.87,0.09,0.97,0.19,0.85,0.18,0.83,0.2,0.88,0.11,0.81,0.15,0.85,0.05,0.82,0.09,0.58,0.38,0.92,0.01,60.42
71,0.93,0.03,0.94,0.19,0.96,0.09,0.89,0.0,0.86,0.07,0.8,0.03,1.0,0.13,0.92,0.16,0.85,0.17,0.8,0.16,0.81,0.04,0.98,0.1,0.81,0.01,0.92,0.08,0.94,0.2,0.93,0.07,0.9,0.03,0.9,0.13,0.82,0.16,0.91,0.06,0.84,0.1,0.98,0.12,0.9,0.06,1.0,0.2,0.57,0.06,0.5,0.33,54.17
72,1.0,0.0,0.98,0.15,0.99,0.14,0.89,0.14,0.84,0.1,0.94,0.12,0.83,0.12,0.91,0.14,0.85,0.07,0.83,0.11,0.97,0.18,0.8,0.15,0.9,0.16,0.88,0.04,0.93,0.08,0.82,0.03,0.85,0.0,0.89,0.17,0.99,0.05,0.88,0.07,0.84,0.17,0.87,0.02,0.86,0.16,0.84,0.13,0.54,0.18,0.75,0.36,60.42
73,0.8,0.11,0.99,0.15,0.85,0.02,0.86,0.2,0.97,0.04,0.9,0.14,0.82,0.2,0.88,0.0,0.97,0.01,0.87,0.04,0.8,0.02,0.91,0.17,0.99,0.05,0.99,0.0,0.96,0.0,0.93,0.15,0.82,0.1,1.0,0.19,0.91,0.13,0.96,0.03,0.94,0.09,0.99,0.07,1.0,0.1,0.85,0.13,0.92,0.2,0.52,0.06,51.04
74,0.94,0.12,0.96,0.03,0.85,0.02,0.8,0.16,0.87,0.16,0.85,0.1,0.81,0.19,0.82,0.0,1.0,0.19,0.88,0.05,0.91,0.04,1.0,0.02,0.95,0.12,0.89,0.17,0.92,0.03,0.93,0.12,0.97,0.0,0.87,0.06,0.8,0.08,0.86,0.02,0.84,0.16,0.9,0.13,0.84,0.15,0.94,0.13,0.47,0.02,0.07,0.03,65.62
75,0.87,0.14,0.91,0.17,0.94,0.03,0.88,0.04,0.93,0.11,0.8,0.12,0.94,0.17,0.93,0.18,0.87,0.15,0.95,0.1,0.92,0.18,0.86,0.13,0.83,0.16,0.89,0.08,0.93,0.06,0.81,0.17,0.98,0.04,0.98,0.17,0.83,0.15,0.83,0.16,0.94,0.13,0.87,0.09,0.99,0.01,0.85,0.11,0.61,0.27,0.01,0.12,55.21
76,0.9,0.19,1.0,0.01,1.0,0.01,0.93,0.17,0.99,0.14,0.8,0.15,0.98,0.07,0.99,0.08,0.81,0.17,0.9,0.02,0.93,0.07,0.86,0.17,0.81,0.05,0.88,0.12,0.89,0.18,0.8,0.12,0.96,0.01,0.81,0.12,0.98,0.02,0.96,0.2,0.84,0.0,0.97,0.14,0.85,0.11,0.95,0.13,0.62,0.1,0.59,0.16,55.21
77,0.97,0.09,0.97,0.1,0.82,0.12,0.92,0.01,0.96,0.08,0.95,0.06,0.85,0.13,0.91,0.17,0.87,0.09,0.95,0.1,0.97,0.04,0.84,0.15,0.92,0.1,0.83,0.12,1.0,0.11,0.9,0.14,0.85,0.19,0.87,0.11,0.92,0.01,0.87,0.16,0.83,0.19,0.92,0.01,0.95,0.15,0.97,0.2,0.13,0.2,0.98,0.06,75.0
78,0.9,0.02,0.88,0.04,0.94,0.13,0.86,0.03,0.87,0.19,0.86,0.19,0.9,0.0,0.8,0.16,0.92,0.15,0.91,0.06,0.85,0.07,1.0,0.05,0.9,0.2,0.84,0.06,0.86,0.18,0.93,0.1,0.9,0.18,0.89,0.01,0.91,0.0,0.85,0.06,1.0,0.18,0.9,0.02,0.82,0.04,1.0,0.0,0.29,0.04,0.63,0.17,65.62
79,0.94,0.13,1.0,0.12,0.83,0.0,0.91,0.04,0.81,0.12,1.0,0.12,0.99,0.15,0.83,0.07,0.85,0.07,0.99,0.03,0.85,0.02,1.0,0.06,0.95,0.15,0.91,0.16,0.98,0.09,0.85,0.04,0.82,0.18,0.84,0.15,0.9,0.19,0.94,0.02,0.88,0.06,0.86,0.01,0.92,0.03,0.98,0.11,0.8,0.27,0.84,0.05,51.04
80,0.87,0.02,0.98,0.05,0.87,0.05,0.99,0.1,0.83,0.06,0.85,0.18,0.89,0.06,0.81,0.04,0.99,0.08,0.85,0.01,0.87,0.16,0.93,0.1,0.98,0.08,0.88,0.08,0.97,0.1,0.95,0.11,0.9,0.03,0.81,0.17,0.94,0.16,0.98,0.09,0.8,0.14,0.97,0.18,0.8,0.2,0.94,0.15,0.92,0.36,0.31,0.32,51.04
81,0.81,0.15,0.85,0.04,0.85,0.03,0.87,0.19,0.85,0.09,0.9,0.16,0.83,0.17,0.93,0.16,0.83,0.08,0.99,0.13,0.89,0.11,0.82,0.11,0.87,0.0,0.93,0.19,0.86,0.03,0.87,0.05,0.89,0.02,0.81,0.0,0.85,0.14,0.99,0.03,0.92,0.18,1.0,0.04,0.95,0.2,1.0,0.14,0.09,0.23,0.41,0.23,76.04
82,0.85,0.17,0.83,0.18,0.91,0.15,0.86,0.14,0.85,0.13,0.95,0.03,0.96,0.15,0.91,0.09,0.86,0.06,0.94,0.13,0.93,0.16,0.89,0.18,0.81,0.0,0.95,0.13,0.95,0.2,0.85,0.19,0.8,0.03,0.98,0.11,0.88,0.04,1.0,0.09,0.94,0.01,0.85,0.07,0.84,0.14,0.81,0.13,0.47,0.31,0.43,0.34,65.62
83,0.99,0.09,0.81,0.07,0.93,0.13,0.82,0.2,0.82,0.2,0.94,0.14,0.87,0.14,0.92,0.04,0.91,0.04,1.0,0.14,0.91,0.08,0.96,0.06,0.8,0.19,0.95,0.09,0.83,0.03,0.87,0.0,0.94,0.02,0.96,0.0,1.0,0.14,0.96,0.05,0.82,0.07,0.88,0.12,0.98,0.19,0.87,0.14,0.64,0.11,0.21,0.28,59.38
84,0.84,0.15,0.89,0.2,0.94,0.11,0.89,0.13,0.93,0.07,0.97,0.11,0.81,0.13,0.88,0.15,0.88,0.04,0.93,0.0,0.89,0.14,0.87,0.06,0.99,0.14,0.98,0.18,0.97,0.01,0.89,0.07,1.0,0.04,0.95,0.1,0.9,0.01,0.92,0.08,0.93,0.17,0.99,0.1,0.85,0.1,1.0,0.03,0.86,0.26,0.92,0.16,51.04
85,0.99,0.12,0.98,0.08,0.81,0.02,0.99,0.14,0.9,0.04,0.81,0.02,0.91,0.09,0.83,0.19,0.84,0.06,0.86,0.04,0.84,0.09,0.87,0.06,0.86,0.04,0.84,0.1,0.96,0.0,0.9,0.13,0.84,0.15,0.9,0.03,1.0,0.05,0.98,0.11,0.9,0.18,0.8,0.05,0.97,0.01,0.87,0.06,0.32,0.39,0.72,0.3,66.67
86,0.93,0.13,0.82,0.13,0.97,0.11,0.8,0.19,0.95,0.16,0.84,0.19,0.81,0.12,0.88,0.02,0.82,0.16,0.88,0.11,0.9,0.01,0.99,0.16,0.89,0.0,0.99,0.11,1.0,0.03,1.0,0.02,0.83,0.01,1.0,0.15,0.97,0.04,0.96,0.19,0.9,0.15,0.89,0.01,0.89,0.08,0.88,0.05,0.63,0.28,0.61,0.23,62.5
87,0.8,0.08,0.98,0.06,0.97,0.12,0.8,0.09,0.84,0.2,0.82,0.08,0.97,0.19,0.96,0.19,0.99,0.09,0.98,0.05,0.81,0.15,0.84,0.1,0.98,0.07,0.96,0.06,0.93,0.13,0.95,0.01,0.86,0.11,0.88,0.02,0.85,0.08,0.82,0.1,0.85,0.09,0.81,0.12,0.81,0.16,0.91,0.09,0.61,0.31,0.22,0.09,57.29
88,1.0,0.17,0.87,0.14,0.91,0.14,0.93,0.1,0.95,0.08,0.96,0.13,0.96,0.16,1.0,0.1,0.97,0.15,1.0,0.03,0.9,0.04,0.88,0.13,0.8,0.19,0.83,0.07,0.84,0.2,1.0,0.1,0.98,0.1,0.86,0.09,0.9,0.01,0.87,0.03,0.95,0.02,0.92,0.19,0.93,0.2,0.92,0.02,0.68,0.27,0.51,0.13,62.5
89,0.88,0.0,0.82,0.05,0.92,0.11,0.94,0.02,0.9,0.18,0.8,0.03,0.99,0.11,0.95,0.16,0.88,0.18,0.96,0.19,0.82,0.11,0.84,0.15,0.82,0.07,0.85,0.03,0.8,0.01,0.98,0.18,0.83,0.11,0.8,0.05,0.99,0.05,0.86,0.15,0.82,0.04,0.9,0.17,0.83,0.04,0.83,0.11,0.21,0.09,0.48,0.09,67.71
90,0.98,0.05,0.8,0.16,0.85,0.05,0.81,0.05,0.84,0.05,0.94,0.18,0.96,0.01,0.9,0.1,0.95,0.12,0.92,0.14,0.98,0.03,0.81,0.08,0.81,0.15,0.8,0.19,0.8,0.1,0.99,0.04,0.92,0.11,0.81,0.11,0.84,0.02,0.96,0.01,0.85,0.11,0.94,0.05,0.96,0.03,0.81,0.2,0.96,0.34,0.21,0.35,50.0
91,0.84,0.0,0.93,0.11,0.88,0.11,0.89,0.04,0.82,0.04,0.98,0.0,0.88,0.13,0.82,0.12,0.9,0.16,0.93,0.14,0.92,0.08,0.92,0.01,0.93,0.02,0.85,0.05,0.89,0.15,0.95,0.13,0.91,0.07,0.85,0.15,0.98,0.01,0.88,0.16,0.88,0.07,0.93,0.07,0.83,0.09,0.99,0.02,0.41,0.32,0.07,0.17,57.29
92,0.8,0.0,0.94,0.03,0.84,0.08,0.97,0.07,0.95,0.02,0.94,0.06,0.97,0.07,0.8,0.17,0.87,0.0,0.9,0.19,0.95,0.12,0.95,0.16,0.86,0.01,0.96,0.09,0.92,0.18,0.96,0.06,0.85,0.07,0.96,0.05,0.8,0.09,0.92,0.13,0.96,0.12,0.95,0.04,0.85,0.01,0.83,0.0,0.19,0.21,0.09,0.12,64.58
93,0.98,0.15,0.85,0.16,0.84,0.19,0.99,0.0,0.93,0.01,0.95,0.2,1.0,0.08,0.82,0.09,0.88,0.03,0.96,0.02,0.98,0.07,1.0,0.04,0.99,0.13,1.0,0.05,0.99,0.2,0.98,0.15,0.96,0.19,0.96,0.02,0.95,0.14,0.93,0.11,0.89,0.17,0.88,0.02,0.85,0.09,0.97,0.02,0.79,0.36,0.05,0.07,53.12
94,0.82,0.07,0.98,0.12,0.91,0.09,0.84,0.06,0.81,0.16,0.92,0.12,1.0,0.04,0.91,0.19,0.94,0.18,0.94,0.0,0.91,0.06,0.92,0.12,1.0,0.11,0.91,0.0,0.8,0.19,0.84,0.15,0.92,0.16,0.81,0.19,0.85,0.11,0.95,0.18,0.84,0.08,0.95,0.2,0.81,0.11,0.81,0.2,0.61,0.27,0.19,0.37,57.29
95,0.88,0.12,0.91,0.19,0.88,0.17,0.99,0.02,0.91,0.12,0.86,0.02,0.93,0.01,0.93,0.18,0.96,0.16,0.9,0.05,0.91,0.0,0.91,0.16,0.94,0.17,0.89,0.09,0.84,0.2,0.95,0.14,0.86,0.17,0.95,0.01,1.0,0.14,0.86,0.01,0.89,0.07,0.82,0.04,0.95,0.07,0.99,0.2,0.04,0.23,0.13,0.18,75.0
96,0.88,0.12,0.88,0.19,0.9,0.08,0.96,0.11,0.95,0.09,0.92,0.17,0.95,0.18,0.81,0.03,0.8,0.14,0.83,0.2,0.98,0.12,0.88,0.18,0.97,0.19,0.95,0.15,0.81,0.16,0.85,0.04,0.96,0.09,0.9,0.11,0.88,0.16,0.8,0.1,0.85,0.02,0.95,0.0,0.94,0.0,1.0,0.18,0.54,0.24,0.86,0.16,61.46
97,0.99,0.19,0.88,0.2,0.93,0.0,0.83,0.1,0.89,0.01,0.99,0.03,0.85,0.03,0.82,0.19,0.83,0.06,0.9,0.12,0.98,0.17,0.86,0.03,0.81,0.0,0.85,0.02,0.81,0.05,0.84,0.06,0.81,0.14,0.8,0.2,0.82,0.05,1.0,0.0,0.95,0.16,0.82,0.18,0.83,0.16,0.85,0.17,0.81,0.08,0.14,0.27,53.12
98,0.99,0.02,0.98,0.04,1.0,0.01,0.96,0.1,0.93,0.11,0.82,0.13,0.96,0.09,0.98,0.02,0.95,0.09,0.97,0.09,0.82,0.15,0.95,0.08,1.0,0.09,0.99,0.06,0.87,0.05,1.0,0.14,0.82,0.01,0.95,0.16,0.91,0.01,0.89,0.07,0.9,0.03,0.98,0.04,0.82,0.12,0.91,0.05,0.15,0.24,0.37,0.1,64.58
99,0.99,0.09,0.93,0.0,0.9,0.05,0.99,0.05,0.88,0.0,0.93,0.15,0.96,0.18,0.99,0.01,0.81,0.1,0.8,0.19,0.98,0.08,0.88,0.18,0.99,0.11,0.87,0.1,0.93,0.2,0.98,0.05,0.89,0.2,0.98,0.18,0.8,0.14,0.94,0.15,0.9,0.17,0.89,0.16,0.94,0.15,0.8,0.12,0.88,0.01,0.15,0.04,50.0
100,0.9,0.18,0.94,0.13,0.91,0.1,0.8,0.01,0.8,0.16,0.87,0.11,0.8,0.02,0.99,0.2,0.88,0.06,0.88,0.14,0.94,0.01,0.99,0.08,0.9,0.15,0.91,0.14,0.94,0.02,0.89,0.18,0.99,0.13,0.98,0.18,0.92,0.01,0.97,0.05,0.92,0.14,0.9,0.19,0.83,0.06,0.93,0.1,0.15,0.38,0.53,0.32,68.75
101,0.9,0.18,0.97,0.09,0.89,0.04,0.92,0.01,0.88,0.04,0.8,0.13,0.9,0.11,0.95,0.01,0.81,0.01,0.84,0.13,0.98,0.13,0.81,0.15,0.9,0.05,0.93,0.09,0.95,0.03,0.95,0.03,0.82,0.03,0.93,0.18,0.93,0.05,0.96,0.19,0.98,0.0,0.89,0.14,0.92,0.04,0.85,0.02,0.43,0.22,0.69,0.05,58.33
102,0.95,0.07,0.88,0.11,0.93,0.12,0.89,0.11,0.98,0.04,0.93,0.13,0.92,0.08,0.81,0.02,0.89,0.18,0.99,0.02,0.85,0.19,0.84,0.2,0.96,0.03,0.97,0.03,0.91,0.03,0.8,0.07,0.99,0.15,0.89,0.12,0.97,0.15,0.93,0.13,0.97,0.01,0.91,0.13,0.84,0.02,0.86,0.15,0.93,0.35,0.09,0.02,50.0
103,0.81,0.18,0.92,0.19,0.86,0.05,0.9,0.03,0.87,0.1,0.95,0.1,0.89,0.11,0.93,0.03,0.83,0.06,1.0,0.2,0.95,0.12,0.91,0.18,0.91,0.14,1.0,0.01,0.98,0.11,0.99,0.16,0.92,0.08,0.83,0.18,0.9,0.14,0.88,0.07,0.84,0.04,0.84,0.09,0.9,0.02,0.8,0.07,0.87,0.37,0.54,0.19,54.17
104,1.0,0.19,0.94,0.16,0.83,0.18,0.98,0.18,0.84,0.11,0.9,0.09,0.84,0.01,0.88,0.1,0.88,0.17,0.95,0.05,0.9,0.02,0.86,0.04,0.82,0.02,0.91,0.18,0.95,0.17,0.91,0.07,0.82,0.01,0.84,0.05,0.8,0.19,0.97,0.01,0.89,0.17,0.98,0.11,0.94,0.15,0.87,0.1,0.96,0.19,0.27,0.4,51.04
105,1.0,0.15,0.94,0.15,0.82,0.03,0.91,0.14,0.83,0.16,0.86,0.09,0.85,0.13,0.82,0.02,0.87,0.01,0.96,0.0,0.86,0.02,0.9,0.17,0.84,0.05,0.89,0.03,0.92,0.07,0.85,0.16,0.89,0.19,0.86,0.1,0.96,0.17,0.95,0.06,0.93,0.03,0.84,0.17,1.0,0.03,0.98,0.05,0.01,0.07,0.27,0.14,77.08
106,0.95,0.09,0.85,0.19,0.85,0.0,0.98,0.02,1.0,0.09,0.85,0.05,0.88,0.0,0.87,0.11,0.97,0.15,0.98,0.1,0.97,0.15,0.84,0.01,0.98,0.17,0.95,0.02,0.98,0.06,0.98,0.17,0.81,0.12,0.94,0.0,0.98,0.14,1.0,0.19,0.96,0.16,0.94,0.12,0.91,0.08,0.9,0.07,0.83,0.2,0.03,0.1,52.08
107,0.87,0.18,0.99,0.19,0.82,0.03,0.92,0.06,1.0,0.05,0.88,0.14,0.89,0.1,0.83,0.07,0.84,0.14,0.89,0.07,0.91,0.15,0.86,0.17,0.94,0.2,0.98,0.11,0.8,0.02,0.92,0.09,0.83,0.08,0.99,0.09,0.87,0.01,0.91,0.06,0.87,0.0,0.92,0.0,0.9,0.18,0.89,0.04,0.11,0.1,0.28,0.39,70.83
108,0.9,0.11,0.95,0.1,1.0,0.05,0.99,0.11,0.96,0.02,0.89,0.08,0.83,0.04,0.85,0.14,0.97,0.03,1.0,0.19,0.9,0.15,0.9,0.1,0.93,0.18,0.97,0.08,0.99,0.04,0.96,0.11,0.94,0.15,0.87,0.01,0.85,0.03,0.81,0.12,1.0,0.07,0.98,0.14,0.84,0.07,0.94,0.04,0.27,0.38,0.22,0.34,60.42
109,0.9,0.14,0.86,0.15,0.84,0.06,0.85,0.08,0.86,0.07,0.84,0.01,0.97,0.17,0.93,0.05,1.0,0.17,0.87,0.04,0.84,0.12,0.93,0.04,0.91,0.18,0.92,0.06,0.87,0.0,0.82,0.03,0.83,0.02,0.86,0.2,0.87,0.17,0.98,0.13,1.0,0.17,0.94,0.06,0.9,0.07,0.96,0.06,0.58,0.32,0.88,0.1,60.42
110,0.93,0.08,0.87,0.1,0.87,0.13,0.93,0.01,0.96,0.05,0.98,0.18,0.89,0.06,0.89,0.03,0.85,0.17,0.93,0.13,0.96,0.04,0.87,0.0,0.8,0.11,0.93,0.18,0.85,0.1,0.94,0.03,0.8,0.14,0.86,0.13,0.8,0.15,0.83,0.19,0.97,0.12,0.84,0.18,0.99,0.12,0.98,0.11,0.38,0.16,0.16,0.14,64.58
111,0.96,0.16,0.83,0.15,0.91,0.15,0.93,0.13,0.81,0.05,0.89,0.11,0.99,0.08,0.82,0.19,0.96,0.09,0.89,0.03,0.97,0.16,0.86,0.15,0.99,0.09,0.81,0.19,0.93,0.07,0.89,0.1,0.92,0.19,0.88,0.05,0.86,0.09,0.86,0.17,0.81,0.04,0.88,0.14,0.93,0.1,0.91,0.13,0.32,0.37,0.18,0.4,69.79
112,0.8,0.16,0.84,0.08,0.83,0.03,0.91,0.17,0.81,0.0,0.87,0.1,0.89,0.02,0.89,0.05,0.95,0.16,0.91,0.0,0.89,0.17,0.93,0.1,0.83,0.05,0.82,0.13,0.94,0.15,1.0,0.17,0.84,0.05,0.94,0.18,0.84,0.16,0.94,0.17,0.87,0.03,0.86,0.05,0.94,0.01,0.8,0.13,0.58,0.3,0.45,0.01,59.38
113,0.86,0.03,0.92,0.2,0.89,0.07,0.97,0.18,0.91,0.14,0.94,0.17,0.85,0.04,0.95,0.04,0.83,0.06,0.99,0.07,0.88,0.16,0.97,0.19,0.92,0.04,0.88,0.12,0.96,0.15,0.93,0.07,0.92,0.17,0.93,0.07,0.83,0.01,0.88,0.12,0.89,0.0,0.99,0.05,0.89,0.17,1.0,0.17,0.18,0.16,0.09,0.36,69.79
114,0.95,0.17,0.94,0.13,0.89,0.09,0.91,0.2,0.96,0.12,0.97,0.03,0.8,0.0,0.99,0.16,0.97,0.1,0.95,0.05,1.0,0.08,0.95,0.05,0.88,0.0,0.92,0.03,0.91,0.16,0.9,0.1,0.89,0.12,0.85,0.14,0.85,0.04,0.85,0.16,0.91,0.08,0.95,0.13,0.83,0.03,0.91,0.16,0.95,0.03,0.75,0.1,52.08
115,0.81,0.08,0.97,0.17,0.95,0.02,0.8,0.12,0.82,0.08,0.84,0.03,0.84,0.2,0.99,0.12,0.94,0.05,0.9,0.18,0.92,0.17,0.84,0.0,0.85,0.14,0.95,0.08,0.99,0.04,0.92,0.09,0.99,0.16,0.94,0.14,0.82,0.2,0.82,0.04,0.95,0.17,0.85,0.14,0.81,0.04,0.9,0.13,0.96,0.17,0.2,0.06,50.0
116,0.82,0.2,0.98,0.14,0.93,0.04,0.92,0.05,0.84,0.1,0.86,0.1,0.88,0.11,0.9,0.19,0.8,0.07,0.8,0.14,0.99,0.03,0.84,0.17,0.9,0.09,0.87,0.03,0.98,0.12,0.8,0.14,0.82,0.19,0.86,0.12,0.92,0.02,0.82,0.18,0.86,0.17,0.88,0.07,0.88,0.0,0.82,0.14,0.9,0.18,0.7,0.38,51.04
117,0.84,0.02,0.99,0.12,0.8,0.12,1.0,0.17,0.91,0.07,0.96,0.19,0.98,0.16,0.89,0.2,0.97,0.1,0.88,0.2,0.95,0.12,0.9,0.17,0.86,0.13,0.98,0.06,1.0,0.01,0.84,0.04,0.9,0.07,1.0,0.06,0.91,0.07,0.86,0.03,0.98,0.04,0.98,0.16,0.82,0.06,0.94,0.19,0.85,0.18,0.56,0.4,52.08
118,0.96,0.16,0.81,0.12,1.0,0.14,0.83,0.15,1.0,0.15,0.82,0.09,0.88,0.18,0.9,0.03,0.99,0.04,0.94,0.2,0.83,0.18,1.0,0.13,0.98,0.04,0.85,0.14,1.0,0.02,0.8,0.2,0.87,0.06,0.93,0.16,0.92,0.04,0.91,0.19,1.0,0.06,0.86,0.0,0.88,0.19,0.95,0.01,0.41,0.19,0.14,0.31,68.75
119,0.99,0.11,0.83,0.03,0.82,0.11,0.94,0.07,0.97,0.19,0.91,0.2,0.98,0.02,0.85,0.03,0.96,0.14,0.93,0.15,0.88,0.12,0.89,0.15,0.9,0.18,0.97,0.02,0.81,0.18,0.88,0.07,0.9,0.02,0.91,0.18,0.86,0.2,0.84,0.04,1.0,0.05,0.86,0.17,0.85,0.03,0.97,0.08,0.43,0.38,0.87,0.34,60.42
120,0.86,0.07,0.8,0.05,0.81,0.1,0.83,0.0,0.84,0.11,0.93,0.13,0.84,0.09,0.96,0.03,0.96,0.08,0.99,0.05,0.83,0.07,0.82,0.03,0.84,0.13,0.91,0.06,0.97,0.09,0.9,0.01,0.83,0.14,0.83,0.18,0.8,0.01,0.94,0.19,0.98,0.1,0.9,0.12,0.88,0.15,0.91,0.07,0.56,0.3,0.19,0.34,56.25
121,0.82,0.05,0.81,0.01,0.99,0.11,0.81,0.15,0.83,0.16,0.96,0.0,0.83,0.04,0.97,0.14,0.89,0.13,0.99,0.09,0.88,0.14,0.82,0.13,0.9,0.1,0.84,0.17,0.87,0.09,0.8,0.19,0.92,0.15,1.0,0.07,0.88,0.11,0.81,0.03,0.98,0.09,0.88,0.03,0.82,0.14,0.85,0.19,0.19,0.08,0.64,0.37,67.71
122,0.93,0.0,0.86,0.03,0.92,0.14,0.9,0.03,0.88,0.01,0.9,0.17,0.94,0.16,1.0,0.15,0.92,0.14,0.98,0.17,0.99,0.2,0.81,0.12,0.88,0.07,0.91,0.08,0.99,0.06,0.88,0.2,0.92,0.03,0.97,0.0,0.94,0.17,0.88,0.05,0.86,0.14,1.0,0.06,0.99,0.0,1.0,0.03,0.8,0.33,0.69,0.18,52.08
123,0.95,0.01,0.9,0.15,0.87,0.08,0.85,0.12,0.9,0.18,0.81,0.05,1.0,0.05,0.95,0.04,0.8,0.19,0.87,0.2,0.84,0.16,0.91,0.13,0.96,0.01,0.81,0.04,0.97,0.05,0.96,0.09,0.82,0.1,0.95,0.06,0.96,0.14,0.8,0.17,0.86,0.12,0.85,0.07,0.83,0.02,0.94,0.13,0.02,0.21,0.41,0.36,79.17
124,0.85,0.11,0.82,0.2,1.0,0.1,0.84,0.13,0.91,0.04,0.93,0.15,0.99,0.06,0.85,0.07,0.83,0.02,0.93,0.17,0.81,0.13,0.88,0.11,0.8,0.16,0.88,0.02,0.96,0.15,0.95,0.06,0.88,0.06,0.91,0.2,1.0,0.0,0.83,0.06,0.88,0.04,0.8,0.17,0.85,0.2,0.82,0.0,0.24,0.18,0.27,0.16,67.71
125,0.92,0.02,0.91,0.2,0.96,0.17,0.95,0.15,0.96,0.02,0.89,0.06,0.88,0.01,0.89,0.07,0.84,0.1,0.8,0.03,1.0,0.12,0.85,0.03,0.81,0.12,0.82,0.18,0.84,0.06,0.95,0.15,1.0,0.02,0.91,0.12,0.97,0.08,0.84,0.05,0.99,0.02,0.91,0.0,0.9,0.07,0.81,0.08,0.96,0.14,0.62,0.13,50.0
126,1.0,0.15,0.83,0.16,0.88,0.16,0.82,0.03,0.97,0.12,0.93,0.16,0.92,0.02,0.87,0.14,0.98,0.17,0.95,0.18,1.0,0.14,0.81,0.1,0.88,0.1,0.98,0.12,0.84,0.0,0.85,0.2,0.82,0.13,0.94,0.0,0.89,0.2,0.92,0.1,0.97,0.05,0.99,0.08,0.8,0.17,0.84,0.14,0.61,0.11,0.23,0.12,58.33
127,0.95,0.07,0.87,0.14,0.99,0.13,0.86,0.02,0.94,0.08,1.0,0.02,0.91,0.06,0.93,0.09,0.97,0.06,0.99,0.19,0.81,0.09,0.98,0.16,0.85,0.11,0.85,0.16,0.96,0.02,0.88,0.0,0.93,0.14,0.8,0.06,0.91,0.1,0.92,0.13,0.98,0.06,0.99,0.16,0.95,0.2,0.94,0.1,0.96,0.05,0.14,0.26,50.0
